label,text,,,,,,
c,"Trite, done a million times before anti-corporate dystopian future, with no new insights or perspective. Part 80s nostalgia, part gamer culture celebration, all by the book predictable beats. Does and says nothing new.",,,,,,
c,"Basically just a list of references and a poorly written fantasy about nerd stuff mattering. It's so flat and poorly thought out, and just gets really sad and boring. The references aren't even used cleverly, it's like big bang theory, they're just there. Hundreds of them. It's tacky and just, bland. If you like D&D and Big Bang Theory you will probably enjoy this.",,,,,,
i,"I couldn't stay with the book long enough to finish it. Grammar and punctuation was so atrocious as to be distracting. Some sentences read as if they started with one thought, author went back to change it, but failed to re-read the new sentence to see if it made sense. Grammar-check would have been a God-send to this endeavor. There were also constant question marks at the end of declarative sentences, etc. I'm not an English teacher nor anything close to it, but I am an avid reader of many genres. The story might have been good, but I got so tired of trying to decipher it and make sense of non-sensical sentences that I just gave up. She also had a tendency to beat the reader over the head with that fact that her heroine had a crush on the hero since puberty, and that everyone knew but him. Over and over and over.............",,,,,,
c,"Incredible look at the life of two girls living in India. The degradation and abusive treatment of girls is sometimes hard to take, having lived here in America. While difficult to absorb at times, it's so well written you can't put it down. To say this was eye opening is a huge understatement.",,,,,,
c,"READ THIS BOOK!Most every painful topic I can think of is represented in this book. Human trafficking, rape, spousal abuse, sexism, racism, poverty the list goes on. The stories of these girls were so dark and painful, it made my heart hurt. But it is beautifully written, I never gave up hope that theses two friends would find each other again. 
I want to buy everyone a banana.",,,,,,
i,"DNF at 13%. This novel about female friendship set in India got a decent amount of publisher hype. I had trouble getting into the characters initially and my mind kept wandering. I felt like I was viewing the story from an airplane window at 50,000 feet instead of feeling immersed in it. Since then, I’ve heard it’s an incredibly brutal story, which I just don’t have in me right now.",,,,,,
c,"I have to say that this novel should definitely come with trigger warnings. I am not one to shy away from certain subjects but there was an incident in the novel that was even hard for me to get thru. When I first started this novel I did not think that I was going to finish it because it didn’t capture me right at first but once I was into the story, I was hooked! This story is set in India for most of the novel and I am so glad that I have read I Am Malala because it allowed me to be familiar with the setting. This is one of those debut novels that people are going to be hungover from after reading it because it is so intense and touches on subjects that society likes to put blinders up to, especially if it is happening in another part of the world that you are not familiar with. ",,,,,,
c,"Who can love a protagonist that never failes? Yes, he's faced with many obstacles but he never fails and always overcomes them on the first try. Total Mary Sue. Try better next time, Ernest.",,,,,,
c,"So Good. Johnson's portrait of '90's indie Portland is so spot on, it hurts. Her characters are fully alive on the page, and I can't help but feel they are continuing to live on somewhere past the last page of the book. Stray City is funny, poignant, heartbreaking, and I couldn't love it more.",,,,,,
c,"Stray City is a phenomenal book - you will fall in love with Andrea and her chosen family, and adorable Lucia. The writing is absolutely beautiful, this is a profound story about home and family.",,,,,,
c,"Crazy disgusting. Crazy disturbing. I can't even explain WHY, I didn't DNF this. If I were in my right mind, I certainly should have. It's well done though. And even more importantly, it's actually crazy good too. Should it make it to the GCA thriller category, I'll happily put my vote towards it.",,,,,,
i,"A few content warnings: rape, domestic abuse, racial slurs, Jewish character is badly stereotyped 

DNF @ ~64%

This book is kind of a hot mess: The characters are terrible and the mystery is not great and the whole thing is rife with lazy stereotypes with a side of racial slurs. 

Why was it necessary to make a character Jewish and then also make that character greedy, money hungry and cheap? Honestly, there’s just no need to perpetuate that kind of stereotype. And authors using racial slurs in their books really irritates me. It’s just so unnecessary. Pick a different word. 

All in all, this was a huge miss for me and I am really hesitant to pick up any of this authors other work. 

No rating because I didn’t finish it. 

I received an early copy of this book for free through Goodreads Giveaways.",,,,,,
c,"At the end of the day, they mystery wasn't that great, and I really didn't feel any satisfaction from finishing the book. It was an alright read but after a while you stop caring how good the characters are in bed and want more confrontation rather than careful lies.",,,,,,
c,"Uninteresting writing, odd plot points and hollow characters. Definitely does not live up to the critical praise. Really disappointed with this book.",,,,,,
i,"Author seems to hate God (based on both characters he has introduced, and I was only around 3%)... made me feel uncomfortable so I had to stop reading it. Maybe it turns into the fun-to-read Fantasy/Litrpg I was hoping for, but the beginning of this book was to bad to continue.",,,,,,
c,I really enjoyed the surprise ending. Laura you kept me on the edge of my seat with every chapter. I've read all of your books and I think this was my favorite. If your a fan of Laura Pullman you'll love this one.,,,,,,
c,Wasn’t as great as everyone said.,,,,,,
c,"Hard to believe this thing ever got published!
",,,,,,
c,"The writing really puts you in the room with Mabel and Marin, both with description and emotions. There's enough heartache, joy, and hope to have a full range of emotions while reading this book.",,,,,,
i,Too slow for me to really get into it.,,,,,,
c,"This is probably one of the most depressing books I've read...and yet you see my rating. It is so well written that I couldn't put it down! I completely agree with KC Mac's review. Question your state of mind before you read this. If you're in a good place just tread carefully. If you're not, leave this one alone. I'm sorry Ms. Hannah, but the subject matter is so raw that there are some people who should NEVER read your book. I finished this book today..my birthday..and started my day bawling! All of the make-up in the world couldn't cover that up. I read this in 3 days and found it hard to walk away from it every time I had to. I've read Kristin Hannah before so I knew there would be challenging parts to get through. All of that being said, she hit a home run with this book as long as it's 'fiction' to the reader.",,,,,,
c,"Marin is spending Christmas break at the dorm. She is trying to avoid going home at all costs. Her best friend, Mabel, comes to visit and try to convince Marin to come back home with her. But Mabel does not know the whole story of why Marin left and Marin is reluctant to tell her. Will she? Will doing so help her to begin to heal? This was a decent quick read and the characters were interesting but the plot, to me, was not fully developed. I received this book from Amazon Vine in exchange for a honest review.",,,,,,
c,"After the first jolting scene, the description of the life of a typical upscale suburban family feels downright boring for many pages. Then all hell breaks loose and we are confronted with the ethical questions around teenage sexuality, abortion, single parenthood, surrogacy, adoption, identity, interracial relationships, and related legal issues. This is a great book club choice because of all the currently relevant social issues raised.
",,,,,,
i,"Seriously. I just want to say to the author, ""We get it. You either have absurdly encyclopedic knowledge of all things 80's, or you know how to Google."" Either way, I found the incessant, in-depth 80's references, especially at the expense of furthering or continuing the plot, ultimately insufferable and had to put it down. I cringe to say it, but maybe the movie will be more palatable.",,,,,,
c,"This is the most boring book I have ever read. I had to make myself finish it. It's as if the author took several story lines of other books and combined them all. I wouldn't recommend this.
",,,,,,
c,I have tried to like this book. I gave it to my husband to read. He didn't like it either. It was too wordy and rambled on and on. It's hard to believe that Steven Spielberg will make a motion picture of this.,,,,,,
c,"All so terrible and gross, evil and murder. Hopelessness, abuse, Illness, death, puke, shame, pain, blood, broken bones. Not worth it.",,,,,,
c,3.5 stars. Gripping and lots of tension as you try to figure out what secrets are being kept. Disappointed by the ending and the reveal wasn't that shocking. The middle dragged.,,,,,,
c,Too many themes in this book seemed so similar to other books I have read recently. And many of this author's works seem like a cross between a romance and a soap opera.,,,,,,
i,"Audio version of this book: DNF , concept was really good and listened to half of it but then got a bit too gruesome for me!! Shame as wanted to find out what happened !!",,,,,,
i,"First book in a long time I couldn't finish, got about 50 percent through. The plot, thin as it is, gets constantly stopped so the author can refer to pop culture from the 80s. There is no subtlety to these references he just spergs them out, they don't advance anything, they aren't even phrased in an interesting way. They say sarcasm is the lowest form of wit it isnt the lowest form of wit is referencing something it requires no creativity. The dialogue is the cringiest I have ever encountered. Only a teenager would think this is how people talk. The main character seems to be a self insert of the Author and is utterly loathsome. Partially due to the aforementioned dialogue, partially due to the fact he cares only about himself. I can't understand how this book is a New York Times bestseller and has a film directed by Steven Spielberg. My opinion of both the human race and Spielberg has declined as a result.",,,,,,
c,"I loved Celeste Ng’s first book, Everything I Never Told You, so I was looking forward to this one. I was very disappointed. It reads like a YA novel. It meanders in and out of 5 teenagers’ lives and it is not till a third of the way in the book that the important issues of surrogacy and adoption appear. The ending is unbelievable, as is Izzy, one of the teen age characters.",,,,,,
c,"I wanted to like this book. I’m a gamer so the theme speaks to me. I find it’s dystopian vision of future to be relevant and not far-fetched. But I cannot get over all cliches in the writing! It definitely lacks originality. Watch the movie instead
",,,,,,
c,"I have never ever given a one star review. This book had no color, the characters were flat, and the raw sexual exploitation of the main character made me sick. Pray this does not become a series.",,,,,,
i,This did nothing for me. I read till about 60% then put it down since it kept getting worse for me. Oh well.,,,,,,
c,"Unlikable protagonist, endless rounds of deus ex machina plot nonsense, pettiness in the climax reminiscent of my kids squabbling with one another. I know this is a phenomenon now, but bleh - kiddie crap from end to end.",,,,,,
c,"This new collaboration is a delightful surprise. The action takes place in Australia, and the protagonist is a tough woman cop who has a strong sense of right and wrong. The good news is that this is the second book in a series currently with three books. So, I have a chance to read more about Ms. Harry Blue. A strong woman character created by a strong woman writer. A great combination.",,,,,,
c,"This was the standard James Patterson book, single page chapters, and enough to keep you reading but nothing much to write home about. All Patterson books are good, just tame. Still, I read most of them. A decent, quick read but you're never going to finish one and say, ""Wow, what a great book"".",,,,,,
c,"Charlie and the Chocolate Factory for 35 year old introverted nerds. BUT, its going to be a Spielberg movie with John Williams writing the score?!?! If they see potential, I defer to their judgment. Great concepts that I'm positive will be flushed out better on screen. For me this is purely a nostalgia read written completely in a young adult style, and while it brings some interesting ideas to the table, I kept finding myself cringing at every attempt at character development. The sci-fi aspects are great, and the social commentary of the close at hand dystopian future, energy crisis and widespread unemployment will resonate with most. Rebel against the corporate overlords taking over to force relentless advertising on the futureworld, and the fight to preserve choice and independence! Philip K Dick would love it.Unfortunately there's a ""love story"" jammed in there based on the main character creepily stalking another ""hot"" animated character, coupled with a lot of exposition of how much they like each other without any evidence. Strangely added are an out of place token minority, and out of place token lesbian, and a very generic bad guy with no attempt to develop his motivation.",,,,,,
i,"February 2, 2018 – page 50 12.5% ""Always things happen like that... 11 Chapter... I am not fucking interested in going deeper... The Callaboration between the two authors is a big failure.",,,,,,
c,"THE FOUTH MONKEY (4MK) by talented author J.D. Barker is a dark and twisting novel; a combination of Se7en meets The Silence of the Lambs. Psychological thrillers are my favourite genre so was very much looking forward to reading it. As I started to read it, I was transported to a time when I watched my favourite movie, Se7en. I was drawn and hooked to this book, and had work not got in the way, I would have finished it earlier. I would describe The Fourth Monkey as very graphic in parts and not for the faint-hearted. The Four Monkey Killer (4MK) was a serial killer, who tortured his victims before killing them, mailing body parts back to their families. I enjoy reading books about serial killers in order to understand what makes them tick, getting inside the mind of a deranged and twisted character. Who is he? Why does he do this? The Four Monkeys comes from a shrine in Japan, where there is a carving above the entrance. “HEAR NO EVIL, SEE NO EVIL, SPEAK NO EVIL. THE FOURTH MONKEY REPRESENTS, DO NO EVIL.” The serial killer follows this pattern. The Four Monkey Killer (4MK) has terrorized the residents of Chicago, for over five years. There had been a massive manhunt for this serial killer. When his body is found, the police soon realize he was on his way to deliver one final message, one which proves he has taken another victim who may still be alive. Detective Sam Porter had been there from the beginning. As the lead investigator on the 4MK task force, Detective Sam Porter discovers a personal diary in the jacket pocket of the body, and Porter finds himself caught up in the mind of a psychopath. He must now try to save the life of a young girl…caught in the middle by this sadistic killer. “With only a handful of clues, the elusive killer’s identity remains a mystery. Time is running out and the Four Monkey Killer taunts from beyond the grave in this masterfully written fast-paced thriller.” The novel is told from multiple pints of view with the main two being Detective Sam Porter and from 4MK’s diary. This diary tells the story of his life from childhood to the evil monster he became. This diary is creepy and gave me the chills…but I had to know why! This is a very well written novel with engaging and flawed characters to add depth and tension to the story. An easy five stars for me. Preorder this novel. It will be worth your time! I predict that this novel is going to be one of the most talked about books of the year! I received an ARC copy of this novel. All opinions are my own and my review it unbiased. Expected publication: June 27th 2017 by Houghton Mifflin Harcourt ",,,,,,
c,"Loved this book. I love the main character and wish I could be more like her. The story was gripping and I could not put it down, can not wait for the next instalment.",,,,,,
c,"Thank you to NetGalley and Macmillan - Tor/Forge for a digital galley of this novel. This is a retelling of the Shakespeare play King Lear mainly identifiable by the leading characters of Lear and his three daughters along with his decision to carve up his kingdom to benefit the daughters who can express their love for him better than her sisters. The main problem is that you have to read way, way into the book before you get to that pithy bit of Shakespeare's maneuvering of characters.  The Queens of Innis Lear has wonderfully lyrical prose and yet I came away feeling very ambivalent about the characters. I couldn't seem to work up any emotional attachment for them or their predicament-of-the-moment. There is earth magic in here - as in being able to communicate with the trees and elements - which I normally enjoy and liked here too. There are all sorts of misunderstandings about events that happened in the past and we are given many flashback opportunities to see for ourselves what actually happened but only after we have watched characters struggle with their misconceptions of those events over long segments of the book. When I'm reading a novel and find myself frequently wondering how many pages there are in the book, well, that's not usually a good sign. For me this one is firmly in the 3 star category. I'm glad I read it (even though it took me a rather long time to get through it), but have zero desire to read it a second time.",,,,,,
c,I felt the book chopped and changed too much. Couldn't quite the characters. In parts it rolled along and then very abruptly changed too much. Storylines were ok and believable. Don't like two authors in a book. Continuity is lost.,,,,,,
c,"Why, oh why do I keep doing this to myself? I keep saying I will not read any more James Patterson books other than the Womens Murder Club, and then I subject myself again! Forced myself to finish this one....Never again!",,,,,,
c,"I loved this book! I'm not sure if I'm biased because it was so relatable to me, but I couldn't put it down. Realistic, heartbreaking, and heartwarming...a must-read!",,,,,,
i,"DNF: 14%

What a bored book.

 Bored 

 Bored

 Bored

 Bored.

 Next, please!",,,,,,
c,"This book is honestly severely overrated. The author covers up the third grade level writing and thin story/characters with numerous highly verbose descriptions of random obscure 80s technology that take up over half the length of this novel. If this interests you then you will love this book as it might as well be the wikipedia page for trendy retro 80s tech. In terms of the actual story it is literally the most basic story structure one can write, literally something straight out of 3rd grade narrative writing class. The vocabulary is highly basic and the prevalence of ""leet speak"" is unnecessary and is an anachronism as these obscure terms would be phased out for sure by the time this book takes place. The characters are all very thinly written and most of them serve a one time use tier purpose. The main characters seems to be all of the average teenage gamers dreams come true which may be the reason for the extensive success of this awful book. There is also an extensive passage on the health benefits of masturbation and also a highly unnecessary scene with the main character and a sex doll for no apparent reason other than to validate the concerns of the author in regards to these matters. If you have an extensive addiction to 80s retro tech you will like this book, otherwise I would steer clear.",,,,,,
i,First chapters have to grab you. This one was painful. Left me too cold to continue to chapter two.,,,,,,
c,"I didn’t know what to expect with this one? I’ve seen plenty of positive reviews but an equal amount of unimpressed. I really loved it though. I read this short book in one day and the emotions were so vivid and real in the way LaCour expresses them. The book is pretty sad, as the main character Marin deals with depression and trauma after a difficult loss, but by the end, the book was infused with hope. It’s a small book but it packs a punch!",,,,,,
c,"This is the first book of Nina Lacour’s that I have read. I admit that I was immediately drawn to it mainly because of the gorgeous cover art, but this book is so much more than pretty. This book, more than any other I have yet read, captures the loneliness of intense grief and what it is like trying to come through it alive. This book is a very quick read, but do not let that fool you on its quality or Lacour’s ability to capture such complex emotions or feelings in her characters.",,,,,,
i,"DNF. 

He's a great writer but his world is grim and depressing. Just not for me.",,,,,,
i,Read a little. Seemed to be somewhat immature PC chick lit. Low toleerance for PC and boring detail and immature chick worldview. Gave up. Maybe OK for PC women.,,,,,,
c,"Little fires is a fast easy read. It kept my attention for 3/4 of the book. Then it kind of tanked. The last few chapters were like a bunch of streamers needing to be tied up. And, Voila' , they were. Mia, an artist and a gypsy-like mother was too adept at solving problems. Indeed, she had solutions and insight into her daughter, Pearl, the teens,Lexie, and Izzie, and her co worker. The male male characters were flat and unimportant. Of course, Mia, being a virgin, despite having a daughter, Pearl, was a bit much. Half way thru the book, we find that Mia has never even seen a naked man. So, from that revelation on, it was hard to take the book seriously!",,,,,,
c,Didn't find the story line or characters interesting at all. Kept reading and hoping it would get better but nothing. Just boring in my opinion.,,,,,,
i,"Feels like a scam. I want my money back. I am not sure how a book so poor ended up with so many good reviews. I did not end up going through more than half the book. Amazon used to have a way to send it back, cant find this feature any more though....",,,,,,
c,"Always entertaining, imaginative. I tend to DNF a lot of stuff lately, as I care about the writing not the story. I finished this which makes it an automatic 4 stars. But this was more like watching an orgy rather than being part of it. Didn't cut very deep.",,,,,,
c,"This book is awful. Such a disappointment after the NIGHTENGALE !! DO NOT WASTE YOUR TIME READING ! It felt like a grade schooler wrote this ,, I can’t tell you how sad I was to spend this much money on a waste of reading time",,,,,,
i,"Perhaps I'm too young to have the correct shade of nostalgia goggles for this book, but wow, this is a rough read. Sometimes it feels like it was written by an angsty fourteen year old who just needs someone to want him, and the rest of the time it feels like it's written by a grown man who's still traumatized from when he was a fourteen year old who just needed someone to want him. The whole thing is basically your basic youth reliving and fulfillment covered in lazy nostalgia vomit. I could only take about 5 chapters of it before I gave up, and I've slogged my way through some pretty atrocious sci-fi/fantasy in the past. The book feels like it has promise. It feels like it could cultivate a world like Snow Crash, something I find rather intriguing. But I just can't shake the feeling that it's an adult's pathetic fantasies with all the skill of a rough draft of a teenager's novel. It's like bad erotica except instead of shoehorned, poorly done sex scenes, there's shoehorned, poorly done nostalgia explosions of increasingly obscure '80s games and TV shows.",,,,,,
c,"A gorgeous, gut-wrenching story of loss, loneliness, and learning to let other people in. Although WE ARE OKAY doesn't have much of a plot, I was captivated regardless by both the delicate specificity of the prose and by Marin's journey toward recovery. Once the flashbacks were introduced I found my footing in a hurry, and when I reached the final page I couldn't help wishing that I had more time with these characters. Watching them grow into their new lives and new selves was a joy, even when it was extraordinarily painful. Nina LaCour is one of my favorite contemporary YA authors, and she can break my freaking heart anytime she wants.",,,,,,
i,"Yikes- I just received my new paperback of Ready Player One and it's going to be brutal trying to read it. The book is flimsy, the print is tiny, and the paper looks and feels like low grade newsprint (definitely not slick or white in any sense). I'd return it, but the cost of postage would be too much. I recommend finding another version to buy (I'm probably going to get the Kindle version so I can actually read the book).",,,,,,
i,"Sadly, I DNF. I did try and I got to 100 pages before I returned it back to the library. There wasn't anything wrong per se other than it did not hold my interest. I do enjoy Neil Gaiman's work, but this was not one I could get into.",,,,,,
c,"This book lays bare so many areas of life. It explains much about single parenting , having no roots to speak of. Living life in the shadow of fear, physical abuse, the torment of someone suffering from PTSD and its effects on the individual and their families. Tbe difficulties of having to learn to be ever vigilent in a wild and unforgiving location. The strength and friendship of those who choose to live in a beautiful but harsh environment. The strength of love and sometimes hate and what it can drive a person to do. It teaches a lot about human nature, love and resilience that we as a people live with on a daily basis. I really enjoyed this book as I laughed, cried and felt so many emotions for the characters and what they were experiencing.",,,,,,
c,"I truly loved The Nightingale even though it was difficult to read sometimes. Not so with The Great Alone. I suppose you could call it a coming of age story set in the far reaches of Alaska. It is written in first person point-of-view of a young girl I just couldn't care enough about to engage with the very dark and dysfunctional issues. Long passages of narrative made it move at an agonizing pace. I usually like Kristen Hannah, but I couldn't recommend this novel to anyone.",,,,,,
i,By chapter 2 I was done. Book is garbage.,,,,,,
c,"Marin is spending Christmas break at the dorm. She is trying to avoid going home at all costs. Her best friend, Mabel, comes to visit and try to convince Marin to come back home with her. But Mabel does not know the whole story of why Marin left and Marin is reluctant to tell her. Will she? Will doing so help her to begin to heal? This was a decent quick read and the characters were interesting but the plot, to me, was not fully developed. I received this book from Amazon Vine in exchange for a honest review.",,,,,,
c,"Okay, so people have been telling me to read Neil Gaiman for ages. They assume I've read American Gods because the premise is similar to the Percy Jackson series. Well, I still haven't read American Gods, but I did pick up Neverwhere in the Heathrow airport and read it on the way back home. I enjoyed it a lot. Great fantasy, wonderful sense of humor. I can understand why Gaiman is so popular. I'll have to look up his other books.",,,,,,
c,"I grew up in the '80s. My first PC was a TRS-80 Model I. I loved Tron and Star Wars IV. The author of this book did his homework for all of the 80s nostalgia in this book, but only went back to the TRS-80 CoCo2. The extrapolation of Virtual Reality into the not-so-distant future is completely believable, and has been touched upon in the Divergent movies. Being inside a virtual world has a similar feel as the first Tron movie. The bad-guys chasing the good guys was done in the movie War Games. The VR technology was available in the 1990s, but back then it was primitive. Today with VR making a comeback, the technology looks like the beginning of an arc that could end up in this book. The beginning of the story almost turned me off the book, as it was preachy, and the real-world not-to-distant future seemed very far fetched. Once the story got rolling, though, with the real feeling of how dangerous the bad guys are, I had no trouble reading the rest of the book. Most of the characters are believable, but a little flat. Since I lived some of the history presented here, the storyline was very predictable to me. That wasn't a bad thing to me in the same way that I can see a roller coaster before I ride on it, but I can still enjoy the ride. I finished this book in a weekend, and enjoyed it well enough, if for no other reason than the sheer abundance of the nostalgia. Plus, I hear there is going to be a movie based on this book. I'll probably go to see it, and pray that the movie doesn't stink.
",,,,,,
c,"But her others are better. Not sure why, story was well written but just didn’t grab me in the way her others did. I could easily skim sections and put down for awhile.",,,,,,
i,DNF..... This was the 3rd book I've tried and Gaiman is just not for me.,,,,,,
c,"It was a good book. I'm glad I have read it. Gaiman created a fantastic world. But for me, something is missing to give it a higher grade. And the biggest problem I have with the book is that the characters felt a bit flat. I just didn't care much for anyone of them. A great book makes you care about the characters, suffer with them all the way, and mourn for them if something happens. It just didn't happen with me with this book.",,,,,,
c,It could have been written in 1/4 of the words.,,,,,,
c,"For me this was just the right balance of whimsy and mythological drama. A fun urban fantasy refreshingly free of vampires and werewolves. There is real elegance how it hooks you in and takes you on a wild ride. The heroes are minimally sketched ciphers the readers are invited to project themselves into. They take shape mainly from their quests: Richard wants to get back his ordinary boring life; Door wants to avenge the murder of her family; Hunter wants to kill the Great Beast of London. They join forces to overcome several challenges in the weird and scary underground world of the “London Below”. The power structure of this society depends on bartering and favors, so it is impossible to tell who to trust. The most evil and supernaturally powerful characters in this tale, Mr. Vandemar and Mr. Croup, take so much fun in their mayhem, you can’t help liking them (“Can't make an omelette without killing a few people”). If you want to know if the book is the right read for you, the time it takes to peruse a reasonable sample of the 7,000 reviews on Goodreads might better be spent just diving into the rabbit hole and reading the book.",,,,,,
i,"DNF 33%, plot was too slow and uninteresting.",,,,,,
c,"Although I thought the premise was interesting , this book was a waste of money for me . The characters are very one dimensional- either categorized as “good” or “bad” -",,,,,,
c,"Do not buy this book. While the setting could have been interesting, the story is a childish power fantasy for never-grown-ups in the bad sense. Tropes and forced geekiness abound. I could hardly wait to finish it.
",,,,,,
c,"And boringly predictable . The story is mostly plot driven and there are just basic , shallow explanations as to why the characters are acting the way they are . Very little mystery . I would have really enjoyed this in my early teens but not as an adult . The writing is good , and I would have liked it if it had been more of a psychological thriller than an action book. It also bothered me that the Dad was considered the big villain , but the Mom is just as terrible a parent as he is for how little she cares about her daughter . Yet , the mom is ultimately forgiven and portrayed more positively than the Dad . It seemed really cliche . I guess the content is just not my style .",,,,,,
c,"A steampunk version of The Wizard of Oz, Alice in Wonderland, and The Hitchhikers Guide to the Galaxy. Neverwhere is an absolute pleasure to read. An easy 5 stars and a new favourite.",,,,,,
i,"And even though I have yet to read American Gods, I would say that this is best book of his, and definitely one of my favorite books, if not my favorite book yet read.",,,,,,
c,"Literary fiction for ages 15 to 19. College freshman Marin is facing the Christmas holiday alone on her college campus in New York City, Right there that doesn't sound so bad. NYC at Christmas is AWESOME with so much to do and see and my college Freshman year I met new friends - it was very exciting. However Marin is from San Francisco which can be gorgeous or it can be foggy damp chilly and she is doing her best to keep herself together knowing that she is alone in the world. Her mother died years ago, her grandfather who she lived with and adored is gone and she has no one in her life from the last 18 years who knows her. Until her BFF from home Mabel arrives to discuss why Marin left without saying goodbye in any real way. Our young teen got frustrated at the pace of revelations and it got to a point where it marred his enjoyment. This is loaded with angst so should appeal to teens.",,,,,,
i,"DNF at 66% (page 244 of 372). I guess this just wasn't for me. I know everyone loved this book, and I can kind of see why, because the concept of this book was really cool. But Neverwhere failed to grab me completely. It wasn't that it was written very badly, no. It was all just so uninteresting. Richard, Door, the different Londons: I just couldn't get myself to care. Nothing in this book stood out as new, fun, or interesting, and I was so bored while reading this. Then from page 210 I started skimming the whole thing, and I decided that maybe it'd be best if I'd just put it away and never pick it up again.",,,,,,
c,"2.5A fun adventure. Clever in its premise and world building with light dialogs. I wish I had connected more with the characters. Gaiman has a ver particular way of getting you into his stories, he's very intense and throws at you all this information at once, it works if you are invested in the story, sadly I found it hard to keep reading and wasn't that interested in the problems or solutions during the book. But still, the author imagination is something to make a standing ovation.",,,,,,
c,"Ugh. Truly painful read. Insufferable writing. Mansplaining. Name dropping passed off as nostalgia. Wade Watts is hard to root for, with very little character development. Is it sad that I wanted him to fail? Only finished it because it was for my book club. Hopefully, Stephen Spielberg and Lena Waithe can make lemonade via the movie.",,,,,,
c,I was so looking forward to Kristin Hannah's next book after reading The Nightingale. What a huge disappointment! Such pathetic women in this story that I really wanted to stop reading it. I won't bother buying any of her other books and I am no longer a fan.,,,,,,
i,"DNF : 40%

I usually persist in books that I do not find interesting from the first 50 pages but I know that this type of book will never get my interest!",,,,,,
i,Slow and boring so far,,,,,,
c,"yeah, it's definite! Absolutely and utterly loved it! I only wish there was a sequel...",,,,,,
i,"Dnf at 40%. I tried, but it's all just so dull to me. I have no interest in what happens. I think Gaiman and I are just not meant to be. It's time to admit defeat and move on. Sorry, but when I have to talk myself into picking up a book and instead end up washing dishes, it's just scary.",,,,,,
c,"For me this is going to be a book hangover kind of book. What do I read next that will hold my attention as much as this one did? (I'm trying not to spoil anything in the book so my review is vague..like my mind.) You should all know that little saying with the monkeys..see no evil, hear no evil, speak no evil? The four monkey killer takes that to extremes. He has four little monkeys by adding in 'do no evil'...those monkeys are evil little henchmen. Just saying. Detective Sam Porter (who is frigging awesome) has been chasing old monkey killer boy for five years. Now they find out that someone has jumped in front of a bus and it's looking like it might have been Monkey boy. BUT he has a surprise. He has that ever awful box that serial killers love. And a diary in his pocket. That little diary is the history of how the Monkey killer came to exist..and it's a hot mess. Our boy has been busy.This was one of those that just fit all the pieces for me. The detective and his crew were just perfect..snarky and dedicated. (I'd share some of the quotes from the book that made my day but mine was an ARC copy and we are supposed to behave until the book is out...stupid rules.)
The killer is smart and a creepo. I didn't figure stuff out that happened..I thought I had but my butt was dead wrong. Pure goodness. There was one little place that didn't fit into the story by tying it up that bugged me but it wasn't enough to keep me from throwing up all the stars for this one. Give me book two in a dang hurry! Booksource: Netgalley in exchange for review",,,,,,
c,"while neverwhere is not my favorite ever neil gaiman book, it's like...it's neil gaiman. enough said. neverwhere is fantastical and magical and sad and thought provoking and terrifying and heartwarming. all at the same time. definitely read it!",,,,,,
c,"This novel has its moments, mainly through the descriptions of Alaska and at times through the letters of the characters. The plot, however, stretches a bit thin due to much of its predictability. As the novel progresses, some banality surfaces.",,,,,,
c,"Absolutely brilliant. Reading this book was like bursting bubbles of a bubble wrap. Finding an extra bubble just at the time when you think you've burst all.

By the end, you acknowledge such fondness towards the author that you would want to read every single word that he has written anywhere. One of the best story tellers and a complete genius in his imagination.",,,,,,
c,"Lord, please save us from yet another cli-fi novel. Maybe we need a sci fi novel about someone who writes a computer virus to police the world's networks and continually erase this stuff before it gets published.",,,,,,
i,"I found no character redeeming and I quit halfway through. Couldn't stand the stereotyping. I only picked it up bc of growing up in the area.
",,,,,,
c,"Almost DNF. Such a passive MC that I cared nothing for. But the world of London Below was so unique and unconventional, it kept me going. Gaiman is a superb writer, though I wonder if males would be more sympathetic to Richard. Satisfying conclusion. Wouldn't read again, wouldn't recommend. But got some good nuggets out of it.",,,,,,
i,DNF at page 143.,,,,,,
c,"I have been a Kristin Hannah fan for many years. Having said that some of her books did not resonate with me, but this book, wow of wow!!!! The book sucks you in from the very first pages and being that I am from the ""Vietnam War/Conflict"" era it was all the more appealing. If you do not like intense books, this is not the book for you. I was actually mentally transported to Alaska and could visualize every thing that Leni, her mother and piece of crap dad (I will give him the PTSD and POW experience), but I think he was on his way to becoming a piece of crap before going off to Nam and then becoming a POW just exacerbated that behavior. Even though I am ""The Spoiler""....this book was sooooo good that all I'm going to say is buy it and read it.",,,,,,
c,"Marin has just finished her first semester at college. She has decided to stay in the dorms between semesters instead of go home to San Francisco because she doesn't want to deal with all that she has left behind. Her best friend, Mable, is coming to stay, so she really needs to start to face the things that she has left behind. If I could say anything about this book, it would be that this is loneliness. If a student was to ask me to pull a book that really dives into that feeling, this would be the first book that comes to mind now. It seems like this feeling just clings to Marin and at the heart of everything, loneliness is underlying. Even though Mable is coming to visit, the majority of this book is the internal conflicts that are happening inside of Marin. It's a very reflective book that takes you deep into her being. She has to deal with some major issues even though she doesn't want to face them. It's often easier to run away than to pick through all of those jumbled things, but this book makes you pick through them. It's beautifully written, and even though you will most likely cry, it is worth the read.",,,,,,
